UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_normalized,Process temperature [K]_normalized,Rotational speed [rpm]_normalized,Torque [Nm]_normalized,Tool wear [min]_normalized,temp_difference,power_estimate,thermal_stress,Type_H,Type_L,Type_M
1956,L49135,297.9,307.7,1308,55.2,87,0,0,0,0,0,0,-1.0523288902471797,-1.5538901578318787,-1.287208989867336,1.5260498684692323,-0.32913802331836717,9.800000000000011,7.561168708765316,1.0328969452836523,False,True,False
1957,M16816,297.9,307.7,1364,46.8,89,0,0,0,0,0,0,-1.0523288902471797,-1.5538901578318787,-0.9748555727129132,0.6834321691628091,-0.2977182320608265,9.800000000000011,6.685014137606032,1.0328969452836523,False,False,True
1958,H31371,297.9,307.7,1618,35.9,92,0,0,0,0,0,0,-1.0523288902471797,-1.5538901578318787,0.44189028366607624,-0.4099646073181438,-0.2505885451745155,9.800000000000011,6.082961566656194,1.0328969452836523,True,False,False
1959,H31372,297.9,307.7,1464,43.2,97,0,0,0,0,0,0,-1.0523288902471797,-1.5538901578318787,-0.41708161350858663,0.32231029803148575,-0.17203906703066382,9.800000000000011,6.6231856738925545,1.0328969452836523,True,False,False
1960,M16819,297.8,307.6,1352,49.4,102,0,0,0,0,0,0,-1.1023224240106213,-1.6212876733088708,-1.0417884478174324,0.944242409424321,-0.09348958888681215,9.800000000000011,6.994324012985653,1.0329079919408999,False,False,True
1961,L49140,297.8,307.6,1446,51.4,105,0,0,0,0,0,0,-1.1023224240106213,-1.6212876733088708,-0.5174809261653655,1.1448656711639456,-0.04635990200050115,9.800000000000011,7.783474709393653,1.0329079919408999,False,True,False
1962,L49141,297.8,307.5,1448,51.2,107,0,0,0,0,0,0,-1.1023224240106213,-1.6886851887859013,-0.5063254469812789,1.1248033449899835,-0.014940110742960484,9.699999999999989,7.763912451565609,1.0325721961047682,False,True,False
1963,L49142,297.8,307.5,1391,48.6,109,0,0,0,0,0,0,-1.1023224240106213,-1.6886851887859013,-0.824256603727745,0.8639931047284716,0.016479680514580184,9.699999999999989,7.079547596606975,1.0325721961047682,False,True,False
1964,L49143,297.7,307.5,1379,43.3,111,0,0,0,0,0,0,-1.1523159577740911,-1.6886851887859013,-0.8911894788322642,0.3323414611184664,0.04789947177212085,9.800000000000011,6.253084092575138,1.0329190460194828,False,True,False
1965,M16824,297.8,307.5,1405,46.9,113,0,0,0,0,0,0,-1.1023224240106213,-1.6886851887859013,-0.7461682494391393,0.6934633322497905,0.07931926302966152,9.699999999999989,6.900670227248926,1.0325721961047682,False,False,True
1966,L49145,297.8,307.5,1581,33.1,116,0,0,0,0,0,0,-1.1023224240106213,-1.6886851887859013,0.2355139187604754,-0.6908371737536178,0.12644894991597252,9.699999999999989,5.480270185359724,1.0325721961047682,False,True,False
1967,L49146,297.9,307.6,1515,40.5,118,0,0,0,0,0,0,-1.0523288902471797,-1.6212876733088708,-0.13261689431438012,0.05146889468299249,0.15786874117351318,9.700000000000045,6.425541941564561,1.0325612621685132,False,True,False
1968,L49147,297.9,307.6,1589,37.8,120,0,0,0,0,0,0,-1.0523288902471797,-1.6212876733088708,0.28013583549682153,-0.2193725086655008,0.18928853243105387,9.700000000000045,6.290103675777568,1.0325612621685132,False,True,False
1969,L49148,298.0,307.6,1281,50.8,122,0,0,0,0,0,0,-1.0023353564837099,-1.6212876733088708,-1.4378079588525043,1.084678692642058,0.22070832368859453,9.600000000000023,6.8148287778825,1.0322147651006712,False,True,False
1970,H31383,297.8,307.5,1631,31.3,124,0,0,0,0,0,0,-1.1023224240106213,-1.6886851887859013,0.5144008983626387,-0.8713981093192799,0.2521281149461352,9.699999999999989,5.3461409571682905,1.0325721961047682,True,False,False
1971,M16830,297.9,307.6,1202,67.0,129,0,0,0,0,0,0,-1.0523288902471797,-1.6212876733088708,-1.8784493866239222,2.7097271127330163,0.33067759308998684,9.700000000000045,8.433762697664678,1.0325612621685132,False,False,True
1972,L49151,297.9,307.6,1298,52.7,132,0,0,0,0,0,0,-1.0523288902471797,-1.6212876733088708,-1.3429863857877686,1.2752707912947019,0.37780727997629787,9.700000000000045,7.163535448738088,1.0325612621685132,False,True,False
1973,L49152,297.9,307.6,1612,30.7,134,0,0,0,0,0,0,-1.0523288902471797,-1.6212876733088708,0.40842384611381666,-0.9315850878411673,0.40922707123383856,9.700000000000045,5.182574091527909,1.0325612621685132,False,True,False
1974,L49153,297.9,307.6,1747,25.3,136,0,0,0,0,0,0,-1.0523288902471797,-1.6212876733088708,1.1614186910396576,-1.4732678945381532,0.4406468624913792,9.700000000000045,4.628662687192376,1.0325612621685132,False,True,False
1975,L49154,298.0,307.6,1450,48.7,138,0,0,0,0,0,0,-1.0023353564837099,-1.6212876733088708,-0.49516996779719236,0.874024267815453,0.4720666537489199,9.600000000000023,7.395015184836108,1.0322147651006712,False,True,False
1976,L49155,298.0,307.7,1422,45.6,140,0,0,0,0,0,0,-1.0023353564837099,-1.5538901578318787,-0.6513466763744038,0.563058212119035,0.5034864450064606,9.699999999999989,6.79057492931197,1.0325503355704697,False,True,False
1977,M16836,298.1,307.7,1419,47.4,142,0,0,0,0,0,0,-0.9523418227202399,-1.5538901578318787,-0.6680798951505336,0.7436191476846966,0.5349062362640012,9.599999999999966,7.043732327992459,1.0322039584032203,False,False,True
1978,M16837,298.1,307.7,1633,30.7,145,0,0,0,0,0,0,-0.9523418227202399,-1.5538901578318787,0.5255563775467252,-0.9315850878411673,0.5820359231503122,9.599999999999966,5.250089014556498,1.0322039584032203,False,False,True
1979,L49158,298.0,307.7,1442,43.6,148,0,0,0,0,0,0,-1.0023353564837099,-1.5538901578318787,-0.5397918845335385,0.3624349503794105,0.6291656100366232,9.699999999999989,6.584061158236465,1.0325503355704697,False,True,False
1980,H31393,298.0,307.6,1420,45.8,150,0,0,0,0,0,0,-1.0023353564837099,-1.6212876733088708,-0.6625021555584903,0.5831205382929969,0.6605854012941639,9.600000000000023,6.810765525185882,1.0322147651006712,True,False,False
1981,M16840,298.0,307.6,1301,58.5,155,0,0,0,0,0,0,-1.0023353564837099,-1.6212876733088708,-1.3262531670116389,1.8570782503396124,0.7391348794380156,9.600000000000023,7.970311027332705,1.0322147651006712,False,False,True
1982,L49161,298.0,307.6,1385,45.0,158,0,0,0,0,0,0,-1.0023353564837099,-1.6212876733088708,-0.8577230412800046,0.5028712335971475,0.7862645663243265,9.600000000000023,6.526861451460886,1.0322147651006712,False,True,False
1983,M16842,298.0,307.7,1487,41.3,160,0,0,0,0,0,0,-1.0023353564837099,-1.5538901578318787,-0.28879360289159156,0.13171819937884197,0.8176843575818672,9.699999999999989,6.431364540789612,1.0325503355704697,False,False,True
1984,M16843,298.0,307.6,1459,44.4,163,0,0,0,0,0,0,-1.0023353564837099,-1.6212876733088708,-0.444970311468803,0.44268425507526,0.8648140444681782,9.600000000000023,6.783914546025762,1.0322147651006712,False,False,True
1985,M16844,298.0,307.5,1387,45.5,166,0,0,0,0,0,0,-1.0023353564837099,-1.6886851887859013,-0.8465675620959181,0.5530270490320536,0.9119437313544893,9.5,6.608911927950571,1.0318791946308725,False,False,True
1986,L49165,298.1,307.7,1537,40.8,169,0,0,0,0,0,0,-0.9523418227202399,-1.5538901578318787,-0.00990662328942828,0.08156238394393586,0.9590734182408002,9.599999999999966,6.567137920201068,1.0322039584032203,False,True,False
1987,L49166,298.1,307.6,1498,42.9,171,0,0,0,0,0,0,-0.9523418227202399,-1.6212876733088708,-0.22743846737911563,0.2922168087705417,0.9904932094983409,9.5,6.729940307885642,1.031868500503187,False,True,False
1988,M16847,298.2,307.8,1599,31.2,173,0,0,0,0,0,0,-0.9023482889567985,-1.4864926423548483,0.33591323141725415,-0.8814292724062612,1.0219130007558817,9.600000000000023,5.224505183788878,1.0321931589537223,False,False,True
1989,H31402,298.3,307.9,1420,39.2,176,0,0,0,0,0,0,-0.8523547551933286,-1.4190951268778562,-0.6625021555584903,-0.0789362254477631,1.0690426876421926,9.599999999999966,5.82930149753901,1.0321823667448875,True,False,False
1990,L49169,298.2,307.9,1785,23.4,181,0,0,0,0,0,0,-0.9023482889567985,-1.4190951268778562,1.3733727955373016,-1.6638599931907965,1.1475921657860442,9.699999999999989,4.374175306314798,1.0325285043594903,False,True,False
1991,L49170,298.2,307.8,1423,48.1,183,0,0,0,0,0,0,-0.9023482889567985,-1.4864926423548483,-0.6457689367823606,0.8138372892935655,1.1790119570435849,9.600000000000023,7.167902398156875,1.0321931589537223,False,True,False
1992,M16851,298.2,307.8,1583,36.6,185,0,0,0,0,0,0,-0.9023482889567985,-1.4864926423548483,0.24666939794456194,-0.339746465709275,1.2104317483011255,9.600000000000023,6.06742067232171,1.0321931589537223,False,False,True
1993,L49172,298.2,307.8,1375,46.6,188,0,0,0,0,0,0,-0.9023482889567985,-1.4864926423548483,-0.9135004372004373,0.6633698429888472,1.2575614351874365,9.600000000000023,6.71012671483925,1.0321931589537223,False,True,False
1994,M16853,298.3,308.0,1463,42.5,190,0,0,0,0,0,0,-0.8523547551933286,-1.351697611400826,-0.4226593531006299,0.2520921564226169,1.2889812264449771,9.699999999999989,6.511414807833281,1.0325175997318137,False,False,True
1995,M16854,298.2,307.9,1403,45.1,193,0,0,0,0,0,0,-0.9023482889567985,-1.4190951268778562,-0.7573237286232258,0.5129023966841288,1.3361109133312883,9.699999999999989,6.62637972562572,1.0325285043594903,False,False,True
1996,L49175,298.3,308.0,1451,47.1,196,0,0,0,0,0,0,-0.8523547551933286,-1.351697611400826,-0.4895922282051491,0.7135256584237533,1.3832406002175992,9.699999999999989,7.156990260760289,1.0325175997318137,False,True,False
1997,M16856,298.4,308.0,1416,38.2,198,1,1,0,0,0,0,-0.8023612214298871,-1.351697611400826,-0.6848131139266634,-0.1792478563175753,1.4146603914751399,9.600000000000023,5.664593151115301,1.032171581769437,False,False,True
1998,L49177,298.3,308.1,1672,41.3,0,0,0,0,0,0,0,-0.8523547551933286,-1.2843000959237953,0.7430882216364125,0.13171819937884197,-1.6958989430213862,9.800000000000011,7.231500680699549,1.0328528327187396,False,True,False
1999,H31412,298.3,308.0,1637,30.8,2,0,0,0,0,0,0,-0.8523547551933286,-1.351697611400826,0.5478673359148982,-0.921553924754186,-1.6644791517638455,9.699999999999989,5.280092156246727,1.0325175997318137,True,False,False
2000,L49179,298.4,308.0,1540,37.8,7,0,0,0,0,0,0,-0.8023612214298871,-1.351697611400826,0.006826595486701517,-0.2193725086655008,-1.585929673619994,9.600000000000023,6.096135721017907,1.032171581769437,False,True,False
2001,L49180,298.4,308.1,1279,53.1,9,0,0,0,0,0,0,-0.8023612214298871,-1.2843000959237953,-1.4489634380365908,1.3153954436426265,-1.5545098823624532,9.700000000000045,7.11225259189444,1.0325067024128687,False,True,False
2002,L49181,298.4,308.2,1604,34.9,11,0,0,0,0,0,0,-0.8023612214298871,-1.2169025804468032,0.3638019293774705,-0.5102762381879561,-1.5230900911049126,9.800000000000011,5.862352078751702,1.0328418230563003,False,True,False
2003,L49182,298.5,308.2,1654,27.1,13,0,0,0,0,0,0,-0.7523676876664173,-1.2169025804468032,0.6426889089796338,-1.292706958972491,-1.4916702998473719,9.699999999999989,4.694041260865013,1.0324958123953099,False,True,False
2004,M16863,298.5,308.2,1564,37.5,15,0,0,0,0,0,0,-0.7523676876664173,-1.2169025804468032,0.14069234569573988,-0.24946599792644417,-1.4602505085898312,9.699999999999989,6.142004398366321,1.0324958123953099,False,False,True
2005,L49184,298.5,308.2,1451,47.5,18,0,0,0,0,0,0,-0.7523676876664173,-1.2169025804468032,-0.4895922282051491,0.753650310771678,-1.4131208217035203,9.699999999999989,7.2177714943973195,1.0324958123953099,False,True,False
2006,L49185,298.5,308.3,1504,38.0,20,0,0,0,0,0,0,-0.7523676876664173,-1.149505064969773,-0.19397202982685605,-0.19931018249153803,-1.3817010304459796,9.800000000000011,5.9851293329144415,1.0328308207705192,False,True,False
2007,M16866,298.5,308.3,1381,50.5,22,0,0,0,0,0,0,-0.7523676876664173,-1.149505064969773,-0.8800339996481777,1.0545852033811147,-1.350281239188439,9.800000000000011,7.303434914650749,1.0328308207705192,False,False,True
2008,L49187,298.6,308.4,1562,34.4,25,0,0,0,0,0,0,-0.7023741539029473,-1.0821075494927808,0.12953686651165336,-0.5604320536228622,-1.3031515523021278,9.799999999999955,5.627060425175411,1.0328198258539851,False,True,False
2009,L49188,298.5,308.3,1811,24.7,27,0,0,0,0,0,0,-0.7523676876664173,-1.149505064969773,1.5183940249304264,-1.5334548730600406,-1.2717317610445873,9.800000000000011,4.684438161063985,1.0328308207705192,False,True,False
2010,M16869,298.6,308.3,1717,28.7,29,0,0,0,0,0,0,-0.7023741539029473,-1.149505064969773,0.9940865032783595,-1.1322083495807918,-1.2403119697870466,9.699999999999989,5.160529898418683,1.0324849296718017,False,False,True
2011,L49190,298.6,308.3,1278,60.5,32,0,0,0,0,0,0,-0.7023741539029473,-1.149505064969773,-1.454541177628634,2.0577015120792366,-1.1931822829007355,9.699999999999989,8.09707822808671,1.0324849296718017,False,True,False
2012,L49191,298.7,308.5,1616,30.2,34,0,0,0,0,0,0,-0.6523806201395058,-1.0147100340157502,0.4307348044819897,-0.9817409032760734,-1.1617624916431948,9.800000000000011,5.110817886689706,1.032808838299297,False,True,False
2013,L49192,298.6,308.4,1397,46.4,36,0,0,0,0,0,0,-0.7023741539029473,-1.0821075494927808,-0.7907901661754855,0.6433075168148844,-1.130342700385654,9.799999999999955,6.788229133940726,1.0328198258539851,False,True,False
2014,L49193,298.6,308.4,1485,42.9,38,0,0,0,0,0,0,-0.7023741539029473,-1.0821075494927808,-0.2999490820756781,0.2922168087705417,-1.0989229091281136,9.799999999999955,6.671536286522149,1.0328198258539851,False,True,False
2015,L49194,298.6,308.4,1310,59.7,40,0,0,0,0,0,0,-0.7023741539029473,-1.0821075494927808,-1.2760535106832496,1.9774522073833873,-1.067503117870573,9.799999999999955,8.190072258875276,1.0328198258539851,False,True,False
2016,L49195,298.5,308.2,1301,66.3,42,1,0,0,1,0,0,-0.7523676876664173,-1.2169025804468032,-1.3262531670116389,2.6395089711241475,-1.0360833266130323,9.699999999999989,9.0330191643104,1.0324958123953099,False,True,False
2017,L49196,298.5,308.3,1458,44.0,44,0,0,0,0,0,0,-0.7523676876664173,-1.149505064969773,-0.4505480510608463,0.40255960272733526,-1.0046635353554916,9.800000000000011,6.7181903864278985,1.0328308207705192,False,True,False
2018,L49197,298.7,308.5,1483,42.5,46,0,0,0,0,0,0,-0.6523806201395058,-1.0147100340157502,-0.3111045612597646,0.2520921564226169,-0.9732437440979509,9.800000000000011,6.600429364331344,1.032808838299297,False,True,False
2019,L49198,298.7,308.5,1375,46.4,48,0,0,0,0,0,0,-0.6523806201395058,-1.0147100340157502,-0.9135004372004373,0.6433075168148844,-0.9418239528404102,9.800000000000011,6.681327887736936,1.032808838299297,False,True,False
2020,M16879,298.7,308.5,1660,27.0,50,0,0,0,0,0,0,-0.6523806201395058,-1.0147100340157502,0.6761553465318934,-1.3027381220594725,-0.9104041615828695,9.800000000000011,4.69368520263902,1.032808838299297,False,False,True
2021,H31434,298.7,308.4,1560,33.3,53,0,0,0,0,0,0,-0.6523806201395058,-1.0821075494927808,0.11838138732756683,-0.6707748475796558,-0.8632744746965585,9.699999999999989,5.440150801131008,1.0324740542350184,True,False,False
2022,L49201,298.7,308.5,1480,42.2,58,0,0,0,0,0,0,-0.6523806201395058,-1.0147100340157502,-0.3278377800358944,0.22199866716167355,-0.7847249965527069,9.800000000000011,6.5405801654623525,1.032808838299297,False,True,False
2023,L49202,298.7,308.4,1373,46.9,60,0,0,0,0,0,0,-0.6523806201395058,-1.0821075494927808,-0.9246559163845238,0.6934633322497905,-0.7533052052951662,9.699999999999989,6.743501937375641,1.0324740542350184,False,True,False
2024,L49203,298.7,308.5,1444,54.2,62,0,0,0,0,0,0,-0.6523806201395058,-1.0147100340157502,-0.528636405349452,1.42573823759942,-0.7218854140376255,9.800000000000011,8.196125248717143,1.032808838299297,False,True,False
2025,M16884,298.7,308.6,1722,24.7,64,0,0,0,0,0,0,-0.6523806201395058,-0.9473125185387199,1.0219752012385759,-1.5334548730600406,-0.6904656227800848,9.900000000000034,4.454225573358467,1.0331436223635757,False,False,True
2026,L49205,298.7,308.5,1469,39.9,67,0,0,0,0,0,0,-0.6523806201395058,-1.0147100340157502,-0.3891929155483703,-0.008718083838894983,-0.6433359358937738,9.800000000000011,6.138140119384229,1.032808838299297,False,True,False
2027,M16886,298.7,308.5,1360,52.9,69,0,0,0,0,0,0,-0.6523806201395058,-1.0147100340157502,-0.9971665310810862,1.2953331174686638,-0.6119161446362332,9.800000000000011,7.534192061996021,1.032808838299297,False,False,True
2028,L49207,298.7,308.4,1750,25.8,72,0,0,0,0,0,0,-0.6523806201395058,-1.0821075494927808,1.1781519098157873,-1.423112079103247,-0.5647864577499222,9.699999999999989,4.728243795161797,1.0324740542350184,False,True,False
2029,M16888,298.7,308.3,1349,46.6,74,0,0,0,0,0,0,-0.6523806201395058,-1.149505064969773,-1.0585216665935622,0.6633698429888472,-0.5333666664923815,9.600000000000023,6.583244318776836,1.03213927017074,False,False,True
2030,L49209,298.7,308.5,1668,35.2,77,0,0,0,0,0,0,-0.6523806201395058,-1.0147100340157502,0.7207772632682395,-0.48018274892701196,-0.4862369796060705,9.800000000000011,6.1486647816525295,1.032808838299297,False,True,False
2031,L49210,298.9,308.6,1400,49.5,79,0,0,0,0,0,0,-0.5523935526125945,-0.9473125185387199,-0.7740569473993556,0.9542735725113024,-0.45481718834852986,9.700000000000045,7.257304429783224,1.0324523251923723,False,True,False
2032,L49211,298.8,308.6,1331,62.8,81,0,0,0,0,0,0,-0.602387086376036,-0.9473125185387199,-1.158920979250341,2.2884182630798047,-0.42339739709098917,9.800000000000011,8.75346109540266,1.0327978580990629,False,True,False
2033,L49212,298.8,308.5,1444,42.2,83,0,0,0,0,0,0,-0.602387086376036,-1.0147100340157502,-0.528636405349452,0.22199866716167355,-0.3919776058334485,9.699999999999989,6.381484972248403,1.0324631860776439,False,True,False
2034,H31447,298.8,308.5,1359,47.6,85,0,0,0,0,0,0,-0.602387086376036,-1.0147100340157502,-1.0027442706731295,0.7636814738586594,-0.36055781457590785,9.699999999999989,6.774363807728558,1.0324631860776439,True,False,False
2035,M16894,298.8,308.5,1425,47.4,90,0,0,0,0,0,0,-0.602387086376036,-1.0147100340157502,-0.634613457598274,0.7436191476846966,-0.28200833643205614,9.699999999999989,7.0735155513666355,1.0324631860776439,False,False,True
2036,M16895,298.9,308.6,1469,34.2,93,0,0,0,0,0,0,-0.5523935526125945,-0.9473125185387199,-0.3891929155483703,-0.5804943797968242,-0.23487864954574517,9.700000000000045,5.261262959472196,1.0324523251923723,False,False,True
2037,L49216,299.0,308.7,1892,22.8,96,0,0,0,0,0,0,-0.5024000188491246,-0.8799150030617278,1.970190931885931,-1.7240469717126836,-0.18774896265943417,9.699999999999989,4.517499214577443,1.0324414715719064,False,True,False
2038,H31451,299.0,308.7,1940,19.9,98,0,0,0,0,0,0,-0.5024000188491246,-0.8799150030617278,2.237922432304008,-2.014950701235139,-0.15632917140189348,9.699999999999989,4.04293643313436,1.0324414715719064,True,False,False
2039,L49218,299.0,308.8,1405,55.2,103,0,0,0,0,0,0,-0.5024000188491246,-0.8125174875846973,-0.7461682494391393,1.5260498684692323,-0.07777969325804182,9.800000000000011,8.121897580898523,1.0327759197324415,False,True,False
2040,M16899,299.0,308.9,1449,39.6,105,0,0,0,0,0,0,-0.5024000188491246,-0.7451199721077052,-0.5007477073892357,-0.03881157309983836,-0.04635990200050115,9.899999999999977,6.009048067860509,1.0331103678929765,False,False,True
2041,L49220,299.1,308.9,1686,29.6,108,0,0,0,0,0,0,-0.45240648508565473,-0.7451199721077052,0.8211765759250182,-1.0419278817979605,0.00076978488580985,9.799999999999955,5.226264530317311,1.0327649615513206,False,True,False
2042,L49221,299.1,308.9,1680,27.2,110,0,0,0,0,0,0,-0.45240648508565473,-0.7451199721077052,0.7877101383727587,-1.28267579588551,0.032189576143350516,9.799999999999955,4.785422557335846,1.0327649615513206,False,True,False
2043,M16902,299.1,308.9,1397,52.4,112,0,0,0,0,0,0,-0.45240648508565473,-0.7451199721077052,-0.7907901661754855,1.2451773020337578,0.06360936740089118,9.799999999999955,7.666017384019269,1.0327649615513206,False,False,True
2044,M16903,299.2,309.0,1597,30.3,115,0,0,0,0,0,0,-0.4024129513222132,-0.6777224566306749,0.32475775223316766,-0.9717097401890921,0.11073905428720218,9.800000000000011,5.067452089224003,1.0327540106951871,False,False,True
2045,L49224,299.3,309.1,1470,41.1,118,0,0,0,0,0,0,-0.35241941755874334,-0.6103249411536444,-0.38361517595632705,0.11165587320487996,0.15786874117351318,9.800000000000011,6.327049952874646,1.032743067156699,False,True,False
2046,M16905,299.3,309.1,1703,31.3,120,0,0,0,0,0,0,-0.35241941755874334,-0.6103249411536444,0.9159981489897537,-0.8713981093192799,0.18928853243105387,9.800000000000011,5.582144727196566,1.032743067156699,False,False,True
2047,L49226,299.3,309.1,1388,45.5,123,0,0,0,0,0,0,-0.35241941755874334,-0.6103249411536444,-0.8409898225038749,0.5530270490320536,0.23641821931736487,9.800000000000011,6.613676824798408,1.032743067156699,False,True,False
2048,L49227,299.3,309.2,1775,24.2,125,0,0,0,0,0,0,-0.35241941755874334,-0.5429274256766523,1.317595399616869,-1.5836106884949466,0.2678380105749055,9.899999999999977,4.498376793381506,1.0330771800868692,False,True,False
2049,L49228,299.3,309.2,1465,41.5,127,0,0,0,0,0,0,-0.35241941755874334,-0.5429274256766523,-0.4115038739165434,0.1517805255528047,0.2992578018324462,9.899999999999977,6.366897057283485,1.0330771800868692,False,True,False
2050,M16909,299.3,309.2,1586,37.9,129,0,0,0,0,0,0,-0.35241941755874334,-0.5429274256766523,0.2634026167206917,-0.2093413455785194,0.33067759308998684,9.899999999999977,6.294837155723112,1.0330771800868692,False,False,True
2051,M16910,299.5,309.3,1675,29.2,132,0,0,0,0,0,0,-0.25243235003183195,-0.4755299101996219,0.7598214404125424,-1.0820525341458855,0.37780727997629787,9.800000000000011,5.122002303906168,1.032721202003339,False,False,True
2052,M16911,299.4,309.2,1470,44.4,135,0,0,0,0,0,0,-0.3024258837953019,-0.5429274256766523,-0.38361517595632705,0.44268425507526,0.42493696686260884,9.800000000000011,6.8350612629594725,1.0327321309285238,False,False,True
2053,L49232,299.5,309.3,1477,40.4,138,0,0,0,0,0,0,-0.25243235003183195,-0.4755299101996219,-0.3445709988120242,0.04143773159601113,0.4720666537489199,9.800000000000011,6.248905644570112,1.032721202003339,False,True,False
2054,L49233,299.5,309.3,1382,61.0,140,0,0,0,0,0,0,-0.25243235003183195,-0.4755299101996219,-0.8744562600561344,2.107857327514143,0.5034864450064606,9.800000000000011,8.828358990470207,1.032721202003339,False,True,False
2055,M16914,299.6,309.4,1605,29.8,142,0,0,0,0,0,0,-0.20243881626836208,-0.40813239472262974,0.3693796689695138,-1.0218655556239982,0.5349062362640012,9.799999999999955,5.008796732642161,1.0327102803738317,False,False,True
2056,L49235,299.6,309.4,1643,32.9,145,0,0,0,0,0,0,-0.20243881626836208,-0.40813239472262974,0.5813337734671579,-0.7108994999275805,0.5820359231503122,9.799999999999955,5.6607707613362654,1.0327102803738317,False,True,False
2057,L49236,299.5,309.3,1333,54.1,147,0,0,0,0,0,0,-0.25243235003183195,-0.4755299101996219,-1.1477655000662543,1.4157070745124387,0.6134557144078528,9.800000000000011,7.552131113205571,1.032721202003339,False,True,False
2058,L49237,299.5,309.3,1520,42.3,149,0,0,0,0,0,0,-0.25243235003183195,-0.4755299101996219,-0.10472819635416379,0.2320298302486542,0.6448755056653935,9.800000000000011,6.733270499528746,1.032721202003339,False,True,False
2059,M16918,299.5,309.3,1902,24.0,151,0,0,0,0,0,0,-0.25243235003183195,-0.4755299101996219,2.0259683278063636,-1.603673014668909,0.6762952969229342,9.800000000000011,4.780395852968898,1.032721202003339,False,False,True
2060,H31473,299.5,309.4,1386,44.4,154,0,0,0,0,0,0,-0.25243235003183195,-0.40813239472262974,-0.8521453016879613,0.44268425507526,0.7234249838092452,9.899999999999977,6.444486333647503,1.0330550918196995,True,False,False
2061,L49240,299.6,309.5,1803,27.7,159,0,0,0,0,0,0,-0.20243881626836208,-0.3407348792455993,1.4737721081940802,-1.232519980450604,0.8019744619530969,9.899999999999977,5.23019164310399,1.0330440587449932,False,True,False
2062,L49241,299.7,309.6,1359,50.7,161,0,0,0,0,0,0,-0.1524452825049206,-0.27333736376856893,-1.0027442706731295,1.0746475295550773,0.8333942532106375,9.900000000000034,7.21555136663525,1.033033033033033,False,True,False
2063,M16922,299.7,309.6,1477,42.7,163,0,0,0,0,0,0,-0.1524452825049206,-0.27333736376856893,-0.3445709988120242,0.27215448259657965,0.8648140444681782,9.900000000000034,6.604660173840193,1.033033033033033,False,False,True
2064,L49243,299.7,309.6,1321,53.4,166,0,0,0,0,0,0,-0.1524452825049206,-0.27333736376856893,-1.2146983751707736,1.34548893290357,0.9119437313544893,9.900000000000034,7.387307571473452,1.033033033033033,False,True,False
2065,L49244,299.6,309.5,1453,41.4,168,0,0,0,0,0,0,-0.20243881626836208,-0.3407348792455993,-0.4784367490210626,0.14174936246582334,0.9433635226120299,9.899999999999977,6.299528746465598,1.0330440587449932,False,True,False
2066,L49245,299.7,309.6,1419,45.1,170,0,0,0,0,0,0,-0.1524452825049206,-0.27333736376856893,-0.6680798951505336,0.5129023966841288,0.9747833138695705,9.900000000000034,6.7019478479421934,1.033033033033033,False,True,False
2067,L49246,299.7,309.6,1512,36.2,172,0,0,0,0,0,0,-0.1524452825049206,-0.27333736376856893,-0.1493501130905099,-0.37987111805719975,1.0062031051271112,9.900000000000034,5.7319509896324226,1.033033033033033,False,True,False
2068,L49247,299.7,309.6,1553,36.8,174,0,0,0,0,0,0,-0.1524452825049206,-0.27333736376856893,0.07933721018326396,-0.319684139535313,1.0376228963846519,9.900000000000034,5.984961776102209,1.033033033033033,False,True,False
2069,M16928,299.7,309.6,1534,39.1,176,0,0,0,0,0,0,-0.1524452825049206,-0.27333736376856893,-0.026639842065558077,-0.08896738853474447,1.0690426876421926,9.900000000000034,6.281223164729291,1.033033033033033,False,False,True
2070,H31483,299.7,309.6,1553,41.0,179,0,0,0,0,0,0,-0.1524452825049206,-0.27333736376856893,0.07933721018326396,0.1016247101178986,1.1161723745285035,9.900000000000034,6.668028065766049,1.033033033033033,True,False,False
2071,L49250,299.7,309.5,1352,49.7,184,0,0,0,0,0,0,-0.1524452825049206,-0.3407348792455993,-1.0417884478174324,0.9743358986852652,1.1947218526723553,9.800000000000011,7.036799664886376,1.0326993660326993,False,True,False
2072,M16931,299.7,309.6,1313,60.0,186,0,0,0,0,0,0,-0.1524452825049206,-0.27333736376856893,-1.2593202919071198,2.0075456966443306,1.226141643929896,9.900000000000034,8.250078542255734,1.033033033033033,False,False,True
2073,L49252,299.6,309.5,1570,35.5,189,0,0,0,0,0,1,-0.20243881626836208,-0.3407348792455993,0.1741587832479995,-0.4500892596660686,1.273271330816207,9.899999999999977,5.836736831081788,1.0330440587449932,False,True,False
2074,L49253,299.6,309.4,1677,31.1,191,0,0,0,0,0,0,-0.20243881626836208,-0.40813239472262974,0.7709769195966288,-0.8914604354932422,1.3046911220737476,9.799999999999955,5.461797046811185,1.0327102803738317,False,True,False
2075,L49254,299.5,309.4,1602,31.5,193,0,0,0,0,0,0,-0.25243235003183195,-0.40813239472262974,0.352646450193384,-0.8513357831453174,1.3361109133312883,9.899999999999977,5.284637134778511,1.0330550918196995,False,True,False
